GEOID,NAME.x,estimate_2010,pop_2010,NAME.y,estimate_2019,pop_2019,PLACEA,pop_1990,estimate_1990,dif_10_19,dif_90_19,change_perc_10_19,change_perc_90_19,share_2010,share_2019,share_1990,share_dif_10_19,share_dif_90_19
0683262,"Walker CDP, California",0,677,"Walker CDP, California",0,858,83262,758,1,0,-1,NA,-1,0,0,0.0013192612137203166,0,-0.0013192612137203166
0683304,"Wallace CDP, California",0,160,"Wallace CDP, California",0,944,83304,162,0,0,0,NA,NA,0,0,0,0,0
0683332,"Walnut city, California",768,29327,"Walnut city, California",1273,29903,83332,29105,1925,505,-652,0.6575520833333334,-0.3387012987012987,0.026187472295154637,0.042570979500384576,0.06613983851571895,0.01638350720522994,-0.02356885901533437
0683346,"Walnut Creek city, California",1118,63808,"Walnut Creek city, California",1427,69567,83346,60938,639,309,788,0.276386404293381,1.2331768388106417,0.017521313941825475,0.020512599364641282,0.010486067806623126,0.0029912854228158064,0.010026531558018156
0683374,"Walnut Grove CDP, California",0,1409,"Walnut Grove CDP, California",12,1364,83374,1137,4,12,8,NA,2,0,0.008797653958944282,0.003518029903254178,0.008797653958944282,0.0052796240556901046
0683402,"Walnut Park CDP, California",0,16686,"Walnut Park CDP, California",13,15896,83402,14722,54,13,-41,NA,-0.7592592592592593,0,8.178158027176649e-4,0.0036679798940361364,8.178158027176649e-4,-0.0028501640913184715
0683460,"Warm Springs CDP, California",12,2117,"Warm Springs CDP, California",0,1874,83460,1678,29,-12,-29,-1,-1,0.005668398677373642,0,0.01728247914183552,-0.005668398677373642,-0.01728247914183552
0683494,"Warner Valley CDP, California",0,0,"Warner Valley CDP, California",0,0,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA
0683542,"Wasco city, California",2037,25143,"Wasco city, California",1649,27193,83542,12519,689,-388,960,-0.19047619047619047,1.3933236574746009,0.08101658513303901,0.06064060603831869,0.055036344755970926,-0.020375979094720324,0.0056042612823477625
0683570,"Washington CDP, California",0,37,"Washington CDP, California",0,56,83570,137,0,0,0,NA,NA,0,0,0,0,0
0683612,"Waterford city, California",47,8315,"Waterford city, California",75,8877,83612,4839,15,28,60,0.5957446808510638,4,0.0056524353577871314,0.00844880027036161,0.0030998140111593306,0.0027963649125744778,0.005348986259202279
0683626,"Waterloo CDP, California",0,287,"Waterloo CDP, California",0,670,83626,512,0,0,0,NA,NA,0,0,0,0,0
0683668,"Watsonville city, California",348,49580,"Watsonville city, California",477,53800,83668,36555,272,129,205,0.3706896551724138,0.7536764705882353,0.0070189592577652275,0.008866171003717472,0.007440842565996444,0.001847211745952244,0.0014253284377210278
0683724,"Waukena CDP, California",0,154,"Waukena CDP, California",0,149,83724,112,0,0,0,NA,NA,0,0,0,0,0
0683766,"Wawona CDP, California",0,311,"Wawona CDP, California",0,189,83766,89,1,0,-1,NA,-1,0,0,0.011235955056179775,0,-0.011235955056179775
0683794,"Weaverville CDP, California",0,3987,"Weaverville CDP, California",11,3158,83794,3226,10,11,1,NA,0.1,0,0.0034832172260924636,0.0030998140111593306,0.0034832172260924636,3.8340321493313297e-4
0683850,"Weed city, California",232,2950,"Weed city, California",382,2669,83850,3098,371,150,11,0.646551724137931,0.029649595687331536,0.07864406779661016,0.14312476582989883,0.1197546804389929,0.06448069803328867,0.02337008539090593
0683863,"Weedpatch CDP, California",0,2429,"Weedpatch CDP, California",0,2291,83863,2245,1,0,-1,NA,-1,0,0,4.4543429844097997e-4,0,-4.4543429844097997e-4
0683948,"Weldon CDP, California",18,2304,"Weldon CDP, California",54,2321,83948,2390,1,36,53,2,53,0.0078125,0.023265833692373977,4.1841004184100416e-4,0.015453333692373977,0.022847423650532973
0684004,"Weott CDP, California",0,176,"Weott CDP, California",0,304,84004,166,0,0,0,NA,NA,0,0,0,0,0
0684116,"West Athens CDP, California",4721,8307,"West Athens CDP, California",5061,9706,84116,8859,5575,340,-514,0.07201864011861894,-0.09219730941704037,0.5683158781750332,0.5214300432722028,0.6293035331301501,-0.04688583490283038,-0.10787348985794731
0684120,"West Bishop CDP, California",146,2724,"West Bishop CDP, California",0,2734,84120,2888,2,-146,-2,-1,-1,0.053597650513950074,0,6.925207756232687e-4,-0.053597650513950074,-6.925207756232687e-4
0684144,"West Carson CDP, California",2568,20940,"West Carson CDP, California",2253,22079,84144,20143,1993,-315,260,-0.12266355140186916,0.13045659809332663,0.12263610315186246,0.10204266497576883,0.09894256069105893,-0.02059343817609363,0.003100104284709901
0684200,"West Covina city, California",4551,105552,"West Covina city, California",4483,106589,84200,96122,8200,-68,-3717,-0.014941771039332015,-0.4532926829268293,0.04311618917689859,0.04205874902663502,0.08530825409375585,-0.0010574401502635722,-0.04324950506712083
0684345,"West Goshen CDP, California",12,359,"West Goshen CDP, California",0,427,84345,436,12,-12,-12,-1,-1,0.033426183844011144,0,0.027522935779816515,-0.033426183844011144,-0.027522935779816515
0684385,"Westhaven-Moonstone CDP, California",0,857,"Westhaven-Moonstone CDP, California",0,1110,84385,1115,2,0,-2,NA,-1,0,0,0.0017937219730941704,0,-0.0017937219730941704
0684410,"West Hollywood city, California",780,34657,"West Hollywood city, California",1321,36450,84410,36118,1235,541,86,0.6935897435897436,0.06963562753036437,0.022506275788441006,0.03624142661179698,0.03419347693670746,0.013735150823355975,0.0020479496750895193
0684438,"Westlake Village city, California",108,8274,"Westlake Village city, California",116,8358,84438,7403,54,8,62,0.07407407407407407,1.1481481481481481,0.01305293691080493,0.013878918401531467,0.007294340132378766,8.259814907265357e-4,0.006584578269152701
0684480,"Westley CDP, California",0,1818,"Westley CDP, California",0,968,84480,839,6,0,-6,NA,-1,0,0,0.007151370679380214,0,-0.007151370679380214
0684536,"West Menlo Park CDP, California",83,3401,"West Menlo Park CDP, California",60,4160,84536,3617,30,-23,30,-0.27710843373493976,1,0.024404586886209938,0.014423076923076924,0.008294166436273155,-0.009981509963133014,0.006128910486803769
0684550,"Westminster city, California",793,88921,"Westminster city, California",1337,91137,84550,78293,868,544,469,0.6860025220680959,0.5403225806451613,0.008918028362254136,0.014670221754062565,0.011086559462531771,0.005752193391808429,0.003583662291530794
0684578,"West Modesto CDP, California",109,6222,"West Modesto CDP, California",109,5762,84578,4634,74,0,35,0,0.47297297297297297,0.017518482802957248,0.018917042693509196,0.015968925334484248,0.0013985598905519488,0.0029481173590249488
0684592,"Westmont CDP, California",16405,31301,"Westmont CDP, California",14503,35266,84592,31044,22417,-1902,-7914,-0.11594026211520878,-0.3530356425926752,0.5241046611929331,0.4112459592808938,0.722104110295065,-0.11285870191203928,-0.31085815101417125
0684606,"Westmorland city, California",6,1767,"Westmorland city, California",61,2432,84606,1398,23,55,38,9.166666666666666,1.6521739130434783,0.003395585738539898,0.025082236842105265,0.016452074391988557,0.021686651103565366,0.008630162450116708
0684680,"West Park CDP, California",46,1079,"West Park CDP, California",24,1071,84680,1012,48,-22,-24,-0.4782608695652174,-0.5,0.042632066728452274,0.022408963585434174,0.04743083003952569,-0.0202231031430181,-0.025021866454091515
0684732,"West Point CDP, California",0,852,"West Point CDP, California",0,454,84732,708,0,0,0,NA,NA,0,0,0,0,0
0684774,"West Puente Valley CDP, California",184,22823,"West Puente Valley CDP, California",526,23382,84774,20272,884,342,-358,1.858695652173913,-0.40497737556561086,0.008062042676247645,0.022495937045590626,0.043606945540647195,0.01443389436934298,-0.02111100849505657
0684780,"West Rancho Dominguez CDP, California",2655,5761,"West Rancho Dominguez CDP, California",9850,22901,84780,5451,4104,7195,5746,2.7099811676082863,1.4000974658869396,0.46085749001909393,0.4301122221737042,0.7528893780957623,-0.030745267845389723,-0.3227771559220581
0684816,"West Sacramento city, California",1978,45961,"West Sacramento city, California",2820,53151,84816,28898,692,842,2128,0.4256825075834176,3.0751445086705202,0.04303648745675682,0.053056386521420106,0.023946293861166864,0.010019899064663287,0.02911009266025324
0684921,"West Whittier-Los Nietos CDP, California",179,25188,"West Whittier-Los Nietos CDP, California",183,26654,84921,23292,122,4,61,0.0223463687150838,0.5,0.007106558678735906,0.006865761236587379,0.005237849905546969,-2.4079744214852705e-4,0.0016279113310404096
0684928,"Westwood CDP, California",0,1078,"Westwood CDP, California",66,1645,84928,2017,3,66,63,NA,21,0,0.04012158054711246,0.001487357461576599,0.04012158054711246,0.038634223085535865
0685012,"Wheatland city, California",10,3319,"Wheatland city, California",6,3810,85012,1692,13,-4,-7,-0.4,-0.5384615384615384,0.0030129557095510697,0.0015748031496062992,0.0076832151300236405,-0.0014381525599447705,-0.006108411980417341
0685086,"Whitehawk CDP, California",0,12,"Whitehawk CDP, California",0,49,85086,4,0,0,0,NA,NA,0,0,0,0,0
0685206,"Whitewater CDP, California",31,661,"Whitewater CDP, California",79,890,85206,324,43,48,36,1.5483870967741935,0.8372093023255814,0.046898638426626324,0.08876404494382023,0.13271604938271606,0.04186540651719391,-0.043952004438895825
0685222,"Whitley Gardens CDP, California",22,372,"Whitley Gardens CDP, California",0,224,85222,76,0,-22,0,-1,NA,0.05913978494623656,0,0,-0.05913978494623656,0
0685292,"Whittier city, California",804,84997,"Whittier city, California",1122,86090,85292,77935,991,318,131,0.39552238805970147,0.13218970736629668,0.009459157382025248,0.013032872575211988,0.012715724642330147,0.003573715193186741,3.171479328818415e-4
0685446,"Wildomar city, California",1102,30637,"Wildomar city, California",1517,36445,85446,15834,263,415,1254,0.3765880217785844,4.768060836501901,0.035969579266899504,0.0416243654822335,0.01660982695465454,0.005654786215333996,0.02501453852757896
0685551,"Wilkerson CDP, California",0,563,"Wilkerson CDP, California",0,519,85551,611,0,0,0,NA,NA,0,0,0,0,0
0685586,"Williams city, California",83,4906,"Williams city, California",9,5228,85586,2370,6,-74,3,-0.891566265060241,0.5,0.01691805951895638,0.0017214996174445293,0.002531645569620253,-0.015196559901511851,-8.101459521757239e-4
0685600,"Willits city, California",0,4913,"Willits city, California",64,4893,85600,5027,18,64,46,NA,2.5555555555555554,0,0.01307991007561823,0.003580664412174259,0.01307991007561823,0.009499245663443972
0685614,"Willowbrook CDP, California",14485,35174,"Willowbrook CDP, California",3881,22811,85614,33071,18166,-10604,-14285,-0.7320676561960648,-0.7863591324452274,0.4118098595553534,0.17013721450177546,0.5493030147258928,-0.2416726450535779,-0.3791658002241174
0685642,"Willow Creek CDP, California",0,1276,"Willow Creek CDP, California",0,1513,85642,1500,3,0,-3,NA,-1,0,0,0.002,0,-0.002
0685684,"Willows city, California",126,6205,"Willows city, California",111,6013,85684,5988,33,-15,78,-0.11904761904761904,2.3636363636363638,0.020306204673650283,0.018460003326126725,0.005511022044088177,-0.0018462013475235572,0.012948981282038549
0685866,"Wilsonia CDP, California",0,0,"Wilsonia CDP, California",0,0,85866,18,0,0,0,NA,NA,NA,NA,0,NA,NA
0685880,"Wilton CDP, California",88,5008,"Wilton CDP, California",71,5665,85880,3858,36,-17,35,-0.19318181818181818,0.9722222222222222,0.01757188498402556,0.012533097969991174,0.00933125972006221,-0.005038787014034384,0.003201838249928965
0685894,"Winchester CDP, California",0,2844,"Winchester CDP, California",9,3322,85894,2028,20,9,-11,NA,-0.55,0,0.0027092113184828417,0.009861932938856016,0.0027092113184828417,-0.007152721620373174
0685922,"Windsor town, California",150,25760,"Windsor town, California",250,27447,85922,12316,116,100,134,0.6666666666666666,1.1551724137931034,0.005822981366459627,0.00910846358436259,0.009418642416368951,0.003285482217902963,-3.1017883200636087e-4
0685992,"Winter Gardens CDP, California",359,20193,"Winter Gardens CDP, California",423,23545,85992,18721,135,64,288,0.17827298050139276,2.1333333333333333,0.017778438072599417,0.017965597791463155,0.0072111532503605575,1.871597188637386e-4,0.010754444541102599
0686020,"Winterhaven CDP, California",0,868,"Winterhaven CDP, California",0,192,86020,469,24,0,-24,NA,-1,0,0,0.0511727078891258,0,-0.0511727078891258
0686034,"Winters city, California",0,6572,"Winters city, California",26,7197,86034,4990,14,26,12,NA,0.8571428571428571,0,0.0036126163679310822,0.0028056112224448897,0.0036126163679310822,8.070051454861925e-4
0686076,"Winton CDP, California",241,11103,"Winton CDP, California",52,11288,86076,7723,292,-189,-240,-0.7842323651452282,-0.821917808219178,0.021705845267044943,0.004606661941885188,0.037809141525314,-0.017099183325159757,-0.03320247958342881
0686174,"Wofford Heights CDP, California",0,2497,"Wofford Heights CDP, California",0,2336,86174,2272,0,0,0,NA,NA,0,0,0,0,0
0686216,"Woodacre CDP, California",40,1249,"Woodacre CDP, California",0,1171,86216,1436,4,-40,-4,-1,-1,0.032025620496397116,0,0.002785515320334262,-0.032025620496397116,-0.002785515320334262
0686230,"Woodbridge CDP, California",0,4415,"Woodbridge CDP, California",135,3582,86230,3299,12,135,123,NA,10.25,0,0.03768844221105527,0.003637465898757199,0.03768844221105527,0.03405097631229807
0686244,"Woodcrest CDP, California",314,14296,"Woodcrest CDP, California",1267,17859,86244,10602,571,953,696,3.035031847133758,1.2189141856392294,0.021964185786233912,0.07094462175933702,0.05385776268628561,0.048980435973103115,0.017086859073051415
0686300,"Woodlake city, California",35,7178,"Woodlake city, California",39,7622,86300,5827,1,4,38,0.11428571428571428,38,0.004876010030649206,0.005116767252689583,1.7161489617298782e-4,2.4075722204037683e-4,0.004945152356516595
0686328,"Woodland city, California",712,54785,"Woodland city, California",1121,59710,86328,40904,547,409,574,0.574438202247191,1.0493601462522852,0.012996258099844848,0.018774074694356054,0.01337277527870135,0.005777816594511206,0.005401299415654703
0686380,"Woodlands CDP, California",0,372,"Woodlands CDP, California",0,2028,86380,0,0,0,0,NA,NA,0,0,NA,0,NA
0686440,"Woodside town, California",9,5237,"Woodside town, California",52,5542,86440,5261,17,43,35,4.777777777777778,2.0588235294117645,0.00171854114951308,0.009382894261999277,0.003231324843185706,0.007664353112486198,0.0061515694188135715
0686482,"Woodville CDP, California",0,1866,"Woodville CDP, California",0,1763,86482,1557,6,0,-6,NA,-1,0,0,0.0038535645472061657,0,-0.0038535645472061657
0686594,"Wrightwood CDP, California",0,4566,"Wrightwood CDP, California",12,3984,86594,3469,6,12,6,NA,1,0,0.0030120481927710845,0.0017296050735082155,0.0030120481927710845,0.001282443119262869
0686678,"Yankee Hill CDP, California",0,284,"Yankee Hill CDP, California",0,279,86678,311,1,0,-1,NA,-1,0,0,0.003215434083601286,0,-0.003215434083601286
0686734,"Yettem CDP, California",0,160,"Yettem CDP, California",0,516,86734,221,0,0,0,NA,NA,0,0,0,0,0
0686804,"Yolo CDP, California",0,319,"Yolo CDP, California",0,193,86804,388,0,0,0,NA,NA,0,0,0,0,0
0686832,"Yorba Linda city, California",1093,62915,"Yorba Linda city, California",931,67725,86832,53040,582,-162,349,-0.14821591948764867,0.5996563573883161,0.0173726456329969,0.013746770025839794,0.01097285067873303,-0.0036258756071571065,0.002773919347106763
0686878,"Yosemite Lakes CDP, California",11,4739,"Yosemite Lakes CDP, California",20,5524,86878,2367,17,9,3,0.8181818181818182,0.17647058823529413,0.0023211648027009917,0.003620564808110065,0.007182087029995775,0.0012994000054090734,-0.00356152222188571
0686912,"Yosemite Valley CDP, California",26,361,"Yosemite Valley CDP, California",41,1169,86912,895,29,15,12,0.5769230769230769,0.41379310344827586,0.07202216066481995,0.03507271171941831,0.03240223463687151,-0.03694944894540164,0.0026704770825468002
0686930,"Yountville city, California",34,2939,"Yountville city, California",75,2987,86930,3259,56,41,19,1.2058823529411764,0.3392857142857143,0.011568560734943858,0.025108804820890524,0.01718318502608162,0.013540244085946666,0.007925619794808905
0686944,"Yreka city, California",66,7676,"Yreka city, California",119,7562,86944,6950,35,53,84,0.803030303030303,2.4,0.008598228243877019,0.01573657762496694,0.005035971223021582,0.007138349381089922,0.010700606401945359
0686972,"Yuba City city, California",1278,63435,"Yuba City city, California",1521,66516,86972,37633,799,243,722,0.19014084507042253,0.9036295369211514,0.020146606762828093,0.0228666786938481,0.02123136608827359,0.002720071931020005,0.001635312605574507
0687042,"Yucaipa city, California",722,50227,"Yucaipa city, California",931,53416,87042,33037,177,209,754,0.2894736842105263,4.259887005649717,0.014374738686363908,0.017429234686236333,0.005357629324696553,0.0030544959998724253,0.01207160536153978
0687056,"Yucca Valley town, California",516,20290,"Yucca Valley town, California",1535,21622,87056,16446,214,1019,1321,1.9748062015503876,6.172897196261682,0.02543124691966486,0.07099250763111646,0.013012282621914143,0.0455612607114516,0.057980225009202316
0687090,"Zayante CDP, California",0,810,"Zayante CDP, California",24,794,87090,956,4,24,20,NA,5,0,0.030226700251889168,0.0041841004184100415,0.030226700251889168,0.026042599833479126
0626000,"Fremont city, California",6866,209235,"Fremont city, California",7218,235740,26000,173331,6562,352,656,0.051267113311972035,0.09996952148735141,0.032814777642363846,0.0306184779842199,0.037858201937333774,-0.0021962996581439444,-0.0072397239531138725
0626028,"French Camp CDP, California",474,5779,"French Camp CDP, California",361,3841,26028,3018,478,-113,-117,-0.23839662447257384,-0.24476987447698745,0.08202111091884409,0.09398594116115595,0.15838303512259774,0.01196483024231186,-0.06439709396144179
0626056,"French Gulch CDP, California",0,173,"French Gulch CDP, California",0,433,26056,442,0,0,0,NA,NA,0,0,0,0,0
0626067,"French Valley CDP, California",759,21008,"French Valley CDP, California",3461,36126,26067,706,3,2702,3458,3.559947299077734,1152.6666666666667,0.03612909367859863,0.09580357637158833,0.00424929178470255,0.0596744826929897,0.09155428458688578
0627000,"Fresno city, California",37150,484008,"Fresno city, California",38838,525010,27000,356933,29501,1688,9337,0.045437415881561236,0.3164977458391241,0.07675492967058396,0.07397573379554676,0.08265136594262788,-0.0027791958750372076,-0.008675632147081128
0627014,"Friant CDP, California",0,462,"Friant CDP, California",6,604,27014,509,1,6,5,NA,5,0,0.009933774834437087,0.0019646365422396855,0.009933774834437087,0.0079691382921974
0627080,"Fruitdale CDP, California",11,967,"Fruitdale CDP, California",13,961,27080,788,8,2,5,0.18181818181818182,0.625,0.011375387797311272,0.013527575442247659,0.01015228426395939,0.002152187644936387,0.0033752911782882686
0627130,"Fruitridge Pocket CDP, California",527,5812,"Fruitridge Pocket CDP, California",1216,6116,27130,5527,1356,689,-140,1.3074003795066413,-0.10324483775811209,0.09067446662078459,0.1988227599738391,0.24534105301248416,0.10814829335305452,-0.04651829303864505
0627190,"Fuller Acres CDP, California",0,994,"Fuller Acres CDP, California",0,885,27190,790,0,0,0,NA,NA,0,0,0,0,0
0628000,"Fullerton city, California",3801,132872,"Fullerton city, California",3474,139611,28000,114256,2479,-327,995,-0.08602999210734018,0.40137152077450583,0.028606478415316997,0.024883426091067324,0.021696891191709845,-0.0037230523242496733,0.0031865348993574787
0628014,"Fulton CDP, California",0,596,"Fulton CDP, California",0,655,28014,532,11,0,-11,NA,-1,0,0,0.020676691729323307,0,-0.020676691729323307
0628021,"Furnace Creek CDP, California",0,64,"Furnace Creek CDP, California",10,108,28021,330,3,10,7,NA,2.3333333333333335,0,0.09259259259259259,0.00909090909090909,0.09259259259259259,0.0835016835016835
0628112,"Galt city, California",170,23074,"Galt city, California",539,25990,28112,8937,53,369,486,2.1705882352941175,9.169811320754716,0.007367599895986825,0.02073874567141208,0.00593040170079445,0.013371145775425256,0.014808343970617631
0628154,"Garberville CDP, California",0,644,"Garberville CDP, California",0,913,28154,872,7,0,-7,NA,-1,0,0,0.008027522935779817,0,-0.008027522935779817
0628168,"Gardena city, California",13288,58668,"Gardena city, California",13454,59709,28168,53838,11836,166,1618,0.012492474413004214,0.13670158837445082,0.22649485238971842,0.22532616523472174,0.21984471934321484,-0.0011686871549966837,0.0054814458915068975
0628182,"Garden Acres CDP, California",151,10471,"Garden Acres CDP, California",132,9972,28182,8547,66,-19,66,-0.12582781456953643,1,0.014420781205233503,0.013237063778580024,0.007722007722007722,-0.001183717426653479,0.0055150560565723015
0628210,"Garden Farms CDP, California",0,451,"Garden Farms CDP, California",0,403,28210,368,2,0,-2,NA,-1,0,0,0.005434782608695652,0,-0.005434782608695652
0629000,"Garden Grove city, California",1541,169009,"Garden Grove city, California",1745,173258,29000,144201,2176,204,-431,0.13238157040882545,-0.19806985294117646,0.00911785762888367,0.01007168500155837,0.01509004791922386,9.53827372674701e-4,-0.005018362917665491
0629070,"Garey CDP, California",0,103,"Garey CDP, California",0,191,29070,58,0,0,0,NA,NA,0,0,0,0,0
0629112,"Garnet CDP, California",179,6597,"Garnet CDP, California",326,5285,29112,2380,45,147,281,0.8212290502793296,6.2444444444444445,0.027133545551008033,0.06168401135288552,0.018907563025210083,0.03455046580187749,0.04277644832767544
0629154,"Gasquet CDP, California",0,572,"Gasquet CDP, California",0,685,29154,539,3,0,-3,NA,-1,0,0,0.0055658627087198514,0,-0.0055658627087198514
0629252,"Gazelle CDP, California",0,170,"Gazelle CDP, California",0,56,29252,130,0,0,0,NA,NA,0,0,0,0,0
0629350,"Georgetown CDP, California",24,2378,"Georgetown CDP, California",9,2577,29350,1887,56,-15,-47,-0.625,-0.8392857142857143,0.010092514718250631,0.0034924330616996507,0.0296767355590885,-0.006600081656550981,-0.02618430249738885
0629392,"Gerber CDP, California",0,929,"Gerber CDP, California",0,1140,29392,975,8,0,-8,NA,-1,0,0,0.008205128205128205,0,-0.008205128205128205
0629420,"Geyserville CDP, California",0,993,"Geyserville CDP, California",0,765,29420,846,1,0,-1,NA,-1,0,0,0.001182033096926714,0,-0.001182033096926714
0629504,"Gilroy city, California",734,46807,"Gilroy city, California",872,56766,29504,31566,378,138,494,0.1880108991825613,1.306878306878307,0.01568141517294422,0.015361307825106578,0.011974909712982323,-3.2010734783764067e-4,0.003386398112124255
0629644,"Glen Avon CDP, California",957,19587,NA,NA,NA,29644,14220,443,NA,NA,NA,NA,0.04885893705008424,NA,0.031153305203938116,NA,NA
0630000,"Glendale city, California",3525,192190,"Glendale city, California",3613,200232,30000,180127,2334,88,1279,0.0249645390070922,0.5479862896315338,0.01834122482959571,0.018044068880099084,0.012957524413330595,-2.971559494966275e-4,0.005086544466768489
0630014,"Glendora city, California",1084,49882,"Glendora city, California",997,51801,30014,48109,537,-87,460,-0.08025830258302583,0.8566108007448789,0.021731285834569583,0.019246732688558137,0.011162152611777422,-0.0024845531460114464,0.008084580076780715
0630028,"Glen Ellen CDP, California",14,927,"Glen Ellen CDP, California",0,734,30028,939,5,-14,-5,-1,-1,0.015102481121898598,0,0.005324813631522897,-0.015102481121898598,-0.005324813631522897
0630282,"Golden Hills CDP, California",29,8574,"Golden Hills CDP, California",30,9351,30282,6495,124,1,-94,0.034482758620689655,-0.7580645161290323,0.0033823186377420107,0.003208213025344883,0.019091608929946113,-1.7410561239712772e-4,-0.01588339590460123
0630339,"Gold Mountain CDP, California",0,0,"Gold Mountain CDP, California",0,0,30339,0,0,0,0,NA,NA,NA,NA,NA,NA,NA
0630345,"Gold River CDP, California",150,8339,"Gold River CDP, California",180,7538,30345,3852,34,30,146,0.2,4.294117647058823,0.01798776831754407,0.02387901300079597,0.008826583592938734,0.0058912446832519,0.015052429407857235
0630378,"Goleta city, California",477,29397,"Goleta city, California",1024,30975,30378,26783,614,547,410,1.1467505241090146,0.6677524429967426,0.016226145525053578,0.0330589184826473,0.022924989732292872,0.01683277295759372,0.010133928750354425
0630392,"Gonzales city, California",143,7959,"Gonzales city, California",31,8375,30392,4841,60,-112,-29,-0.7832167832167832,-0.48333333333333334,0.01796708129161955,0.0037014925373134327,0.01239413344350341,-0.014265588754306118,-0.008692640906189977
0630410,"Good Hope CDP, California",754,8112,"Good Hope CDP, California",111,9195,30410,5492,1307,-643,-1196,-0.8527851458885941,-0.9150726855394032,0.09294871794871795,0.012071778140293638,0.23798252002913328,-0.08087693980842431,-0.22591074188883964
0630420,"Goodyears Bar CDP, California",0,198,"Goodyears Bar CDP, California",0,26,30420,4,0,0,0,NA,NA,0,0,0,0,0
0630476,"Goshen CDP, California",0,3214,"Goshen CDP, California",20,3304,30476,2392,52,20,-32,NA,-0.6153846153846154,0,0.006053268765133172,0.021739130434782608,0.006053268765133172,-0.015685861669649435
0630560,"Graeagle CDP, California",0,911,"Graeagle CDP, California",0,538,30560,723,0,0,0,NA,NA,0,0,0,0,0
0630658,"Grand Terrace city, California",474,12115,"Grand Terrace city, California",504,12510,30658,10946,413,30,91,0.06329113924050633,0.22033898305084745,0.03912505158893933,0.04028776978417266,0.03773067787319569,0.0011627181952333296,0.002557091910976972
0630686,"Grangeville CDP, California",0,599,"Grangeville CDP, California",9,346,30686,379,5,9,4,NA,0.8,0,0.02601156069364162,0.013192612137203167,0.02601156069364162,0.012818948556438453
0630693,"Granite Bay CDP, California",180,22681,"Granite Bay CDP, California",826,23183,30693,13215,74,646,752,3.588888888888889,10.162162162162161,0.007936158017724087,0.0356295561402752,0.005599697313658721,0.027693398122551116,0.03002985882661648
0630703,"Granite Hills CDP, California",0,3422,"Granite Hills CDP, California",15,3500,30703,3132,27,15,-12,NA,-0.4444444444444444,0,0.004285714285714286,0.008620689655172414,0.004285714285714286,-0.004334975369458128
0630714,"Graniteville CDP, California",0,0,"Graniteville CDP, California",0,13,NA,NA,NA,0,NA,NA,NA,NA,0,NA,NA,NA
0630798,"Grass Valley city, California",110,12765,"Grass Valley city, California",41,12891,30798,10273,14,-69,27,-0.6272727272727273,1.9285714285714286,0.008617312965139052,0.0031805135365759055,0.0013627956779908499,-0.005436799428563147,0.0018177178585850556
0630812,"Graton CDP, California",14,1598,"Graton CDP, California",0,1889,30812,1409,10,-14,-10,-1,-1,0.008760951188986232,0,0.007097232079488999,-0.008760951188986232,-0.007097232079488999
0630882,"Grayson CDP, California",204,1454,"Grayson CDP, California",0,1364,30882,1085,11,-204,-11,-1,-1,0.14030261348005502,0,0.010138248847926268,-0.14030261348005502,-0.010138248847926268
0630900,"Greeley Hill CDP, California",0,877,"Greeley Hill CDP, California",16,747,30900,789,0,16,16,NA,NA,0,0.0214190093708166,0,0.0214190093708166,0.0214190093708166
0630938,"Greenacres CDP, California",11,5467,"Greenacres CDP, California",23,5911,30938,5211,10,12,13,1.0909090909090908,1.3,0.002012072434607646,0.0038910505836575876,0.0019190174630589138,0.0018789781490499416,0.001972033120598674
0630944,"Green Acres CDP, California",0,1421,"Green Acres CDP, California",39,2607,30944,1367,1,39,38,NA,38,0,0.014959723820483314,7.31528895391368e-4,0.014959723820483314,0.014228194925091947
0630987,"Greenfield CDP, California",77,3996,"Greenfield CDP, California",56,3899,30987,3085,45,-21,11,-0.2727272727272727,0.24444444444444444,0.01926926926926927,0.01436265709156194,0.014586709886547812,-0.004906612177707329,-2.240527949858729e-4
0630994,"Greenfield city, California",121,15480,"Greenfield city, California",190,17373,30994,8004,58,69,132,0.5702479338842975,2.2758620689655173,0.007816537467700259,0.010936510677488057,0.007246376811594203,0.003119973209787798,0.003690133865893854
0631029,"Greenhorn CDP, California",0,203,"Greenhorn CDP, California",0,255,31029,99,0,0,0,NA,NA,0,0,0,0,0
0631092,"Green Valley CDP (Los Angeles County), California",0,1181,"Green Valley CDP (Los Angeles County), California",0,1124,31092,1005,6,0,-6,NA,-1,0,0,0.005970149253731343,0,-0.005970149253731343
0631099,"Green Valley CDP (Solano County), California",74,1593,"Green Valley CDP (Solano County), California",32,1472,31099,2169,37,-42,-5,-0.5675675675675675,-0.13513513513513514,0.04645323289391086,0.021739130434782608,0.01705855232826187,-0.02471410245912825,0.004680578106520738
0631134,"Greenview CDP, California",0,364,"Greenview CDP, California",0,229,31134,328,1,0,-1,NA,-1,0,0,0.003048780487804878,0,-0.003048780487804878
0631162,"Greenville CDP, California",0,994,"Greenville CDP, California",0,817,31162,1385,1,0,-1,NA,-1,0,0,7.220216606498195e-4,0,-7.220216606498195e-4
0631246,"Grenada CDP, California",0,265,"Grenada CDP, California",0,398,31246,325,0,0,0,NA,NA,0,0,0,0,0
